module(equipment),timestamp,localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy,suspicious_reason,accum_diff
2(L-1전등),2025-03-09 10:53:00,2025-03-09 02:53:00,1,215.45,217.59,217.07,375.01,376.41,374.56,13.06,10.92,13.07,2140.57,91.12,98.15,87.75,593.95,8439687,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:53:05,2025-03-09 02:53:05,1,219.99,217.59,216.19,378.95,375.66,377.73,9.07,16.32,19.5,2603.47,96.57,85.7,93.55,451.58,8439691,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:53:10,2025-03-09 02:53:10,1,219.33,218.08,210.4,378.8,371.07,372.15,26.27,9.99,9.41,2645.41,86.24,95.56,88.82,456.94,8439694,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:53:15,2025-03-09 02:53:15,1,216.3,215.56,212.53,373.99,370.73,371.37,11.33,24.65,16.85,3025.2,87.76,88.74,99.79,869.41,8439699,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:53:20,2025-03-09 02:53:20,1,214.63,211.72,216.68,369.22,371.0,373.52,11.17,22.94,11.78,2615.24,92.45,94.24,98.65,444.3,8439702,accumActiveEnergy decreased,-2986.0
2(L-1전등),2025-03-09 10:53:25,2025-03-09 02:53:25,1,215.09,216.98,217.81,374.17,376.53,374.89,8.06,9.96,18.26,2099.29,99.4,87.78,98.94,477.33,8439705,accumActiveEnergy decreased,-2988.0
2(L-1전등),2025-03-09 10:53:30,2025-03-09 02:53:30,1,216.84,212.74,211.61,372.02,367.48,371.04,7.57,17.7,5.51,1752.76,89.46,95.74,99.06,231.28,8439708,accumActiveEnergy decreased,-2991.0
2(L-1전등),2025-03-09 10:53:35,2025-03-09 02:53:35,1,211.9,210.46,212.18,365.77,366.01,367.26,29.66,28.29,25.22,4690.96,85.59,89.09,96.03,1301.38,8439714,accumActiveEnergy decreased,-2990.0
2(L-1전등),2025-03-09 10:53:40,2025-03-09 02:53:40,1,213.46,211.37,217.74,367.9,371.61,373.42,18.3,10.22,20.8,2825.24,96.35,88.87,91.49,467.98,8439718,accumActiveEnergy decreased,-2990.0
2(L-1전등),2025-03-09 10:53:45,2025-03-09 02:53:45,1,211.92,213.59,217.71,368.49,373.51,372.06,25.7,29.51,20.07,4298.31,87.51,98.94,98.91,1115.23,8439724,accumActiveEnergy decreased,-2987.0
2(L-1전등),2025-03-09 10:53:50,2025-03-09 02:53:50,1,215.39,214.12,214.25,371.95,370.97,372.07,29.26,29.76,15.38,4258.6,90.83,87.01,97.92,1049.73,8439730,accumActiveEnergy decreased,-2987.0
2(L-1전등),2025-03-09 10:53:55,2025-03-09 02:53:55,1,210.71,219.79,213.6,372.81,375.32,367.46,25.12,19.7,21.96,3817.3,87.46,96.69,93.84,756.29,8439735,accumActiveEnergy decreased,-2986.0
2(L-1전등),2025-03-09 10:54:00,2025-03-09 02:54:00,1,216.61,216.13,215.32,374.76,373.64,374.05,14.13,26.68,15.31,3232.37,96.71,93.92,91.12,726.56,8439740,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:54:05,2025-03-09 02:54:05,1,215.34,218.22,219.83,375.46,379.35,376.86,28.77,25.1,16.47,4078.26,89.37,95.54,87.46,776.14,8439745,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:54:10,2025-03-09 02:54:10,1,214.76,216.24,212.75,373.24,371.51,370.23,27.64,8.31,20.93,3249.65,96.28,87.15,97.0,962.37,8439750,accumActiveEnergy decreased,-2984.0
2(L-1전등),2025-03-09 10:54:15,2025-03-09 02:54:15,1,213.82,215.81,215.53,372.06,373.54,371.82,20.27,19.13,26.35,3771.17,97.77,85.13,93.04,941.96,8439755,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:54:20,2025-03-09 02:54:20,1,215.71,211.25,215.97,369.75,369.98,373.84,18.64,20.05,7.55,2636.8,86.26,98.82,86.93,589.18,8439759,accumActiveEnergy decreased,-2984.0
2(L-1전등),2025-03-09 10:54:25,2025-03-09 02:54:25,1,211.84,219.05,218.8,373.16,379.18,372.94,18.51,16.89,5.02,2325.13,94.79,99.91,95.5,301.22,8439762,accumActiveEnergy decreased,-2986.0
2(L-1전등),2025-03-09 10:54:30,2025-03-09 02:54:30,1,210.51,219.46,219.69,372.35,380.3,372.55,12.84,10.89,28.95,3054.21,95.19,93.51,89.5,376.86,8439766,accumActiveEnergy decreased,-2984.0
2(L-1전등),2025-03-09 10:54:35,2025-03-09 02:54:35,1,213.73,216.22,215.13,372.34,373.55,371.39,13.6,5.32,19.78,2216.44,90.76,92.38,94.35,412.55,8439769,accumActiveEnergy decreased,-2987.0
2(L-1전등),2025-03-09 10:54:40,2025-03-09 02:54:40,1,218.04,213.64,212.08,373.83,368.67,372.48,19.64,12.26,12.37,2539.4,97.86,95.19,97.33,259.94,8439773,accumActiveEnergy decreased,-2986.0
2(L-1전등),2025-03-09 10:54:45,2025-03-09 02:54:45,1,210.41,216.03,219.09,369.3,376.82,371.95,22.13,25.56,13.46,3500.02,88.05,99.14,92.81,850.93,8439778,accumActiveEnergy decreased,-2984.0
2(L-1전등),2025-03-09 10:54:50,2025-03-09 02:54:50,1,214.88,216.82,218.35,373.85,376.86,375.18,6.52,22.06,18.4,2720.76,91.99,86.96,97.84,403.98,8439781,accumActiveEnergy decreased,-2982.0
2(L-1전등),2025-03-09 10:54:55,2025-03-09 02:54:55,1,218.98,210.78,212.85,372.17,366.86,373.97,18.57,6.08,21.8,2662.82,89.78,97.73,92.11,555.09,8439785,accumActiveEnergy decreased,-2983.0
2(L-1전등),2025-03-09 10:55:00,2025-03-09 02:55:00,1,210.78,218.51,212.63,371.76,373.37,366.68,24.45,24.18,10.46,3376.04,93.42,95.48,99.87,506.07,8439790,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:55:05,2025-03-09 02:55:05,1,210.93,213.07,211.07,367.18,367.31,365.45,29.61,27.64,13.0,3967.27,91.03,99.42,98.19,976.54,8439795,accumActiveEnergy decreased,-2983.0
2(L-1전등),2025-03-09 10:55:10,2025-03-09 02:55:10,1,210.83,213.37,217.83,367.35,373.42,371.22,20.43,9.86,7.12,2122.7,93.2,98.79,97.16,365.76,8439798,accumActiveEnergy decreased,-2986.0
2(L-1전등),2025-03-09 10:55:15,2025-03-09 02:55:15,1,215.19,219.87,214.05,376.76,375.78,371.72,18.99,10.5,29.9,3411.68,89.52,91.81,94.78,568.28,8439803,accumActiveEnergy decreased,-2983.0
2(L-1전등),2025-03-09 10:55:20,2025-03-09 02:55:20,1,210.53,217.27,212.58,370.48,372.25,366.42,13.86,20.83,5.81,2313.93,87.55,87.6,91.68,290.88,8439806,accumActiveEnergy decreased,-2983.0
2(L-1전등),2025-03-09 10:55:25,2025-03-09 02:55:25,1,213.7,213.93,214.37,370.32,370.9,370.71,12.15,21.9,20.85,3134.1,96.12,89.42,86.12,505.31,8439811,accumActiveEnergy decreased,-2982.0
2(L-1전등),2025-03-09 10:55:30,2025-03-09 02:55:30,1,218.53,216.38,212.57,376.63,371.47,373.33,26.36,8.21,14.03,2805.31,89.94,97.53,91.33,724.33,8439814,accumActiveEnergy decreased,-2985.0
2(L-1전등),2025-03-09 10:55:35,2025-03-09 02:55:35,1,210.16,215.56,212.1,368.67,370.35,365.67,28.99,29.8,23.93,4691.25,93.69,89.17,98.79,662.51,8439821,accumActiveEnergy decreased,-2982.0
2(L-1전등),2025-03-09 10:55:40,2025-03-09 02:55:40,1,211.97,216.07,213.79,370.69,372.27,368.71,16.04,20.61,9.64,2643.27,97.64,90.38,92.64,497.83,8439825,accumActiveEnergy decreased,-2981.0
2(L-1전등),2025-03-09 10:55:45,2025-03-09 02:55:45,1,210.12,211.68,216.94,365.28,371.18,369.83,24.12,28.86,10.38,3580.87,97.58,88.39,85.82,377.93,8439830,accumActiveEnergy decreased,-2981.0
2(L-1전등),2025-03-09 10:55:50,2025-03-09 02:55:50,1,214.22,212.73,219.4,369.74,374.23,375.52,11.81,19.95,23.49,3181.03,85.02,89.83,89.67,571.53,8439834,accumActiveEnergy decreased,-2980.0
2(L-1전등),2025-03-09 10:55:55,2025-03-09 02:55:55,1,213.24,219.05,211.24,374.36,372.63,367.6,14.94,17.81,24.29,3258.39,98.54,97.1,99.11,735.05,8439839,accumActiveEnergy decreased,-2979.0
2(L-1전등),2025-03-09 10:56:00,2025-03-09 02:56:00,1,218.35,218.52,217.81,378.33,377.86,377.71,19.06,11.54,5.8,2119.26,99.04,90.63,98.6,242.93,8439842,accumActiveEnergy decreased,-2980.0
2(L-1전등),2025-03-09 10:56:05,2025-03-09 02:56:05,1,217.65,211.0,217.1,371.21,370.73,376.49,14.74,19.77,27.63,3567.05,93.81,95.56,94.68,973.76,8439846,accumActiveEnergy decreased,-2980.0
2(L-1전등),2025-03-09 10:56:10,2025-03-09 02:56:10,1,210.29,214.09,211.87,367.51,368.88,365.59,22.25,16.91,19.29,3303.14,92.18,96.52,98.85,814.78,8439851,accumActiveEnergy decreased,-2981.0
2(L-1전등),2025-03-09 10:56:15,2025-03-09 02:56:15,1,210.63,211.74,216.24,365.77,370.62,369.67,27.84,27.62,29.47,4822.65,87.75,86.35,99.91,513.28,8439858,accumActiveEnergy decreased,-2979.0
2(L-1전등),2025-03-09 10:56:20,2025-03-09 02:56:20,1,212.92,219.54,210.93,374.51,372.78,367.06,26.33,21.11,27.58,4282.4,99.42,85.56,91.42,824.42,8439864,accumActiveEnergy decreased,-2977.0
2(L-1전등),2025-03-09 10:56:25,2025-03-09 02:56:25,1,219.84,217.88,214.61,379.07,374.53,376.23,25.97,26.7,13.88,3868.26,86.87,97.57,85.31,854.94,8439869,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:56:30,2025-03-09 02:56:30,1,218.02,218.34,217.61,377.89,377.53,377.26,19.29,15.65,12.73,2770.91,92.77,94.14,98.47,411.04,8439873,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:56:35,2025-03-09 02:56:35,1,211.09,218.95,215.14,372.42,375.92,369.11,10.21,23.64,16.36,2893.41,96.46,88.22,99.25,602.88,8439877,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:56:40,2025-03-09 02:56:40,1,211.89,211.12,213.37,366.33,367.61,368.28,27.64,29.82,22.93,4545.19,87.68,86.05,93.07,814.15,8439883,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:56:45,2025-03-09 02:56:45,1,212.48,213.23,210.87,368.67,367.27,366.62,17.97,24.16,15.21,3247.59,90.97,97.29,87.73,848.07,8439888,accumActiveEnergy decreased,-2973.0
2(L-1전등),2025-03-09 10:56:50,2025-03-09 02:56:50,1,211.69,218.56,219.22,372.6,379.11,373.17,24.63,14.76,21.78,3523.54,86.53,91.23,93.99,933.76,8439893,accumActiveEnergy decreased,-2972.0
2(L-1전등),2025-03-09 10:56:55,2025-03-09 02:56:55,1,217.94,218.45,215.55,377.91,375.85,375.4,6.0,9.7,5.34,1220.68,87.44,87.81,88.3,145.49,8439894,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:57:00,2025-03-09 02:57:00,1,210.81,219.87,213.28,372.97,375.11,367.26,15.72,18.86,8.06,2447.28,88.73,99.04,85.94,384.36,8439898,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:57:05,2025-03-09 02:57:05,1,217.14,217.77,214.62,376.63,374.45,373.9,18.59,25.8,18.23,3617.49,85.45,95.21,88.69,889.41,8439903,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:57:10,2025-03-09 02:57:10,1,211.37,218.89,214.02,372.61,374.9,368.38,9.66,24.52,8.46,2458.58,96.81,89.93,85.97,486.46,8439906,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:57:15,2025-03-09 02:57:15,1,218.06,210.09,215.38,370.77,368.46,375.36,18.52,16.83,11.92,2704.49,88.21,93.0,92.79,669.45,8439910,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:57:20,2025-03-09 02:57:20,1,212.88,210.68,219.85,366.81,372.84,374.75,25.17,28.76,28.52,4717.05,95.84,94.7,90.61,922.06,8439917,accumActiveEnergy decreased,-2970.0
2(L-1전등),2025-03-09 10:57:25,2025-03-09 02:57:25,1,214.49,212.73,211.67,369.97,367.53,369.05,19.64,20.42,18.86,3345.89,94.1,94.32,92.18,808.29,8439921,accumActiveEnergy decreased,-2970.0
2(L-1전등),2025-03-09 10:57:30,2025-03-09 02:57:30,1,217.88,210.95,214.78,371.37,368.68,374.68,17.97,24.91,14.67,3285.97,85.6,95.67,99.81,804.04,8439926,accumActiveEnergy decreased,-2969.0
2(L-1전등),2025-03-09 10:57:35,2025-03-09 02:57:35,1,217.01,218.34,217.04,377.01,377.04,375.88,9.81,14.48,11.85,2096.9,90.49,95.23,97.46,578.62,8439929,accumActiveEnergy decreased,-2969.0
2(L-1전등),2025-03-09 10:57:40,2025-03-09 02:57:40,1,218.48,218.07,215.15,378.06,375.17,375.52,6.79,19.72,5.51,1858.45,96.5,93.12,97.12,321.06,8439931,accumActiveEnergy decreased,-2971.0
2(L-1전등),2025-03-09 10:57:45,2025-03-09 02:57:45,1,215.06,216.17,212.16,373.44,370.93,369.97,21.78,25.23,11.34,3344.98,91.73,87.33,99.96,972.0,8439936,accumActiveEnergy decreased,-2971.0
2(L-1전등),2025-03-09 10:57:50,2025-03-09 02:57:50,1,217.23,214.33,213.17,373.73,370.21,372.72,22.62,25.16,25.01,4170.12,90.56,88.19,86.92,807.56,8439942,accumActiveEnergy decreased,-2970.0
2(L-1전등),2025-03-09 10:57:55,2025-03-09 02:57:55,1,218.74,210.97,212.99,372.12,367.14,373.87,11.64,6.64,6.42,1416.98,96.29,90.99,89.71,192.12,8439944,accumActiveEnergy decreased,-2973.0
2(L-1전등),2025-03-09 10:58:00,2025-03-09 02:58:00,1,213.53,216.9,214.1,372.76,373.25,370.33,13.22,27.15,6.13,2673.03,95.12,88.29,89.13,698.49,8439947,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:58:05,2025-03-09 02:58:05,1,213.32,215.78,219.22,371.6,376.72,374.58,5.16,13.52,23.18,2426.49,99.49,95.74,89.39,489.95,8439951,accumActiveEnergy decreased,-2975.0
2(L-1전등),2025-03-09 10:58:10,2025-03-09 02:58:10,1,210.3,219.8,219.63,372.46,380.54,372.32,28.02,7.34,15.08,2884.5,96.1,88.24,92.15,800.84,8439955,accumActiveEnergy decreased,-2975.0
2(L-1전등),2025-03-09 10:58:15,2025-03-09 02:58:15,1,212.46,212.05,210.05,367.63,365.54,365.9,22.58,21.69,12.73,3218.93,97.31,90.64,86.23,747.12,8439959,accumActiveEnergy decreased,-2973.0
2(L-1전등),2025-03-09 10:58:20,2025-03-09 02:58:20,1,219.16,217.34,219.77,378.01,378.54,380.11,23.64,21.82,12.67,3388.96,96.05,89.45,97.92,392.57,8439964,accumActiveEnergy decreased,-2973.0
2(L-1전등),2025-03-09 10:58:25,2025-03-09 02:58:25,1,211.37,214.69,210.76,368.97,368.44,365.57,19.31,5.72,15.69,2298.17,93.24,92.48,93.82,644.45,8439967,accumActiveEnergy decreased,-2975.0
2(L-1전등),2025-03-09 10:58:30,2025-03-09 02:58:30,1,211.21,214.61,219.26,368.76,375.73,372.79,27.04,25.34,19.03,4085.97,98.45,98.0,95.83,1165.81,8439973,accumActiveEnergy decreased,-2973.0
2(L-1전등),2025-03-09 10:58:35,2025-03-09 02:58:35,1,216.04,213.45,210.92,371.94,367.51,369.75,17.75,6.46,8.55,1870.53,85.21,97.61,88.37,356.97,8439975,accumActiveEnergy decreased,-2975.0
2(L-1전등),2025-03-09 10:58:40,2025-03-09 02:58:40,1,218.85,215.61,215.81,376.25,373.61,376.42,5.35,23.91,29.35,3376.12,87.06,86.58,91.45,623.97,8439980,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:58:45,2025-03-09 02:58:45,1,217.58,217.64,219.46,376.9,378.53,378.48,8.86,11.01,21.2,2393.04,90.77,99.28,92.31,560.16,8439983,accumActiveEnergy decreased,-2974.0
2(L-1전등),2025-03-09 10:58:50,2025-03-09 02:58:50,1,212.84,217.84,211.02,372.97,371.39,367.07,6.51,15.51,13.29,2018.7,86.96,85.47,94.05,300.72,8439986,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:58:55,2025-03-09 02:58:55,1,219.53,210.8,210.01,372.67,364.43,371.98,26.76,27.93,8.66,3621.59,89.84,98.39,90.24,895.38,8439991,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:59:00,2025-03-09 02:59:00,1,215.37,214.46,216.36,372.23,373.09,373.88,24.75,5.49,21.22,2960.06,93.17,95.81,92.99,484.54,8439995,accumActiveEnergy decreased,-2976.0
2(L-1전등),2025-03-09 10:59:05,2025-03-09 02:59:05,1,216.4,210.25,218.21,369.48,371.05,376.38,24.77,14.56,7.87,2703.96,98.04,91.83,89.89,592.07,8439999,accumActiveEnergy decreased,-2973.0
2(L-1전등),2025-03-09 10:59:10,2025-03-09 02:59:10,1,219.85,211.39,211.93,373.45,366.59,373.92,18.03,18.0,16.65,3013.03,98.95,96.71,90.96,520.74,8440003,accumActiveEnergy decreased,-2971.0
2(L-1전등),2025-03-09 10:59:15,2025-03-09 02:59:15,1,219.47,219.67,214.37,380.29,375.87,375.7,18.22,26.21,7.94,3055.57,97.52,86.14,89.31,598.62,8440007,accumActiveEnergy decreased,-2971.0
2(L-1전등),2025-03-09 10:59:20,2025-03-09 02:59:20,1,219.77,218.76,217.94,379.76,378.18,379.06,29.86,12.87,5.56,2823.19,91.73,91.28,93.47,565.37,8440011,accumActiveEnergy decreased,-2972.0
2(L-1전등),2025-03-09 10:59:25,2025-03-09 02:59:25,1,214.25,217.67,216.28,374.04,375.8,372.84,21.06,25.66,16.23,3628.48,93.99,90.79,98.43,745.4,8440016,accumActiveEnergy decreased,-2972.0
2(L-1전등),2025-03-09 10:59:30,2025-03-09 02:59:30,1,218.58,212.09,219.71,372.96,373.94,379.56,8.61,20.14,8.21,2121.94,89.63,99.72,92.26,545.83,8440019,accumActiveEnergy decreased,-2972.0
2(L-1전등),2025-03-09 10:59:35,2025-03-09 02:59:35,1,213.49,212.22,214.81,368.67,369.81,370.91,10.9,14.63,5.64,1771.65,99.33,99.65,95.47,193.45,8440022,accumActiveEnergy decreased,-2971.0
2(L-1전등),2025-03-09 10:59:40,2025-03-09 02:59:40,1,216.88,217.0,215.81,375.74,374.81,374.71,7.84,28.72,12.47,2833.1,92.64,98.26,86.26,471.87,8440026,accumActiveEnergy decreased,-2969.0
2(L-1전등),2025-03-09 10:59:45,2025-03-09 02:59:45,1,212.28,219.56,219.23,373.97,379.99,373.68,5.83,27.94,9.08,2496.85,96.23,89.91,98.12,398.63,8440029,accumActiveEnergy decreased,-2970.0
2(L-1전등),2025-03-09 10:59:50,2025-03-09 02:59:50,1,215.7,211.82,211.86,370.23,366.91,370.27,22.65,7.19,19.5,2810.69,94.33,87.98,92.66,790.36,8440033,accumActiveEnergy decreased,-2970.0
2(L-1전등),2025-03-09 10:59:55,2025-03-09 02:59:55,1,218.12,217.83,216.7,377.53,376.3,376.55,9.27,28.24,22.89,3502.05,98.05,90.16,97.17,820.97,8440038,accumActiveEnergy decreased,-2969.0
3(분쇄기(2)),2025-03-09 10:00:05,2025-03-09 02:00:05,1,218.37,217.8,217.65,377.72,377.09,377.59,10.81,19.49,13.14,2524.03,89.53,96.74,86.13,727.08,10762443,accumActiveEnergy decreased,-3048.0
3(분쇄기(2)),2025-03-09 10:00:10,2025-03-09 02:00:10,1,214.07,218.14,219.88,374.29,379.32,375.8,17.04,21.6,23.34,3597.88,98.8,92.55,96.19,623.93,10762448,accumActiveEnergy decreased,-3047.0
3(분쇄기(2)),2025-03-09 10:00:15,2025-03-09 02:00:15,1,219.59,212.1,213.19,373.84,368.3,374.79,8.26,17.59,14.94,2327.75,92.44,93.42,86.3,579.91,10762451,accumActiveEnergy decreased,-3049.0
3(분쇄기(2)),2025-03-09 10:00:20,2025-03-09 02:00:20,1,218.38,219.3,218.18,379.03,378.86,378.06,23.24,14.28,29.97,3932.13,99.63,87.34,95.78,1085.16,10762456,accumActiveEnergy decreased,-3046.0
3(분쇄기(2)),2025-03-09 10:00:25,2025-03-09 02:00:25,1,214.85,215.56,216.24,372.73,373.93,373.32,25.96,26.26,14.39,3826.3,96.85,91.73,85.05,1011.79,10762462,accumActiveEnergy decreased,-3044.0
3(분쇄기(2)),2025-03-09 10:00:30,2025-03-09 02:00:30,1,218.61,213.97,211.35,374.62,368.33,372.35,27.66,22.88,7.27,3327.97,94.0,99.98,99.8,357.4,10762466,accumActiveEnergy decreased,-3045.0
3(분쇄기(2)),2025-03-09 10:00:35,2025-03-09 02:00:35,1,216.05,213.25,213.28,371.77,369.38,371.8,13.07,15.27,26.79,3144.35,95.64,85.39,92.25,499.45,10762471,accumActiveEnergy decreased,-3045.0
3(분쇄기(2)),2025-03-09 10:00:40,2025-03-09 02:00:40,1,215.49,212.98,211.16,371.05,367.3,369.48,7.95,28.22,10.03,2623.87,91.74,97.12,90.79,626.63,10762474,accumActiveEnergy decreased,-3047.0
3(분쇄기(2)),2025-03-09 10:00:45,2025-03-09 02:00:45,1,219.29,217.85,214.37,378.56,374.3,375.55,7.91,10.28,7.67,1498.3,90.39,91.98,94.57,443.34,10762476,accumActiveEnergy decreased,-3048.0
3(분쇄기(2)),2025-03-09 10:00:50,2025-03-09 02:00:50,1,216.03,212.7,213.53,371.28,369.12,372.0,17.59,13.4,20.76,2955.3,87.07,96.27,95.06,447.5,10762480,accumActiveEnergy decreased,-3050.0
3(분쇄기(2)),2025-03-09 10:00:55,2025-03-09 02:00:55,1,212.15,214.87,218.44,369.8,375.25,372.89,17.29,15.25,22.97,3189.73,86.55,86.03,96.79,950.33,10762485,accumActiveEnergy decreased,-3049.0
3(분쇄기(2)),2025-03-09 10:01:00,2025-03-09 02:01:00,1,211.18,216.94,213.6,370.75,372.85,367.86,5.9,14.61,15.42,2056.36,93.31,88.61,89.68,212.43,10762488,accumActiveEnergy decreased,-3051.0
3(분쇄기(2)),2025-03-09 10:01:05,2025-03-09 02:01:05,1,210.67,216.73,218.98,370.13,377.32,372.08,29.52,16.41,27.91,4236.76,99.12,87.89,98.72,977.15,10762494,accumActiveEnergy decreased,-3049.0
3(분쇄기(2)),2025-03-09 10:01:10,2025-03-09 02:01:10,1,215.07,219.98,215.84,376.75,377.42,373.17,20.17,26.84,18.0,3767.69,91.58,95.62,98.25,447.97,10762499,accumActiveEnergy decreased,-3047.0
3(분쇄기(2)),2025-03-09 10:01:15,2025-03-09 02:01:15,1,210.67,217.28,210.21,370.61,370.21,364.48,10.85,29.2,27.79,3859.2,87.46,91.66,99.0,1053.45,10762504,accumActiveEnergy decreased,-3047.0
3(분쇄기(2)),2025-03-09 10:01:20,2025-03-09 02:01:20,1,212.69,215.78,210.28,371.06,368.97,366.29,25.36,10.05,28.56,3617.89,94.0,94.02,92.03,977.04,10762509,accumActiveEnergy decreased,-3044.0
3(분쇄기(2)),2025-03-09 10:01:25,2025-03-09 02:01:25,1,214.85,213.96,217.64,371.34,373.76,374.53,7.38,9.81,20.22,2156.08,88.11,91.94,96.69,463.68,10762512,accumActiveEnergy decreased,-3045.0
3(분쇄기(2)),2025-03-09 10:01:30,2025-03-09 02:01:30,1,212.69,215.21,212.17,370.56,370.11,367.93,24.1,8.48,17.8,2860.27,96.1,96.92,99.9,744.9,10762516,accumActiveEnergy decreased,-3044.0
3(분쇄기(2)),2025-03-09 10:01:35,2025-03-09 02:01:35,1,215.87,218.46,211.11,376.14,372.01,369.77,27.98,12.85,10.36,2942.56,97.52,99.32,85.37,312.83,10762520,accumActiveEnergy decreased,-3044.0
3(분쇄기(2)),2025-03-09 10:01:40,2025-03-09 02:01:40,1,212.78,216.43,219.71,371.7,377.7,374.54,15.52,18.94,23.19,3333.01,88.09,98.84,93.05,974.83,10762525,accumActiveEnergy decreased,-3041.0
3(분쇄기(2)),2025-03-09 10:01:45,2025-03-09 02:01:45,1,219.31,218.08,217.05,378.78,376.82,377.88,15.33,12.25,8.96,2126.92,93.18,93.51,91.78,621.42,10762528,accumActiveEnergy decreased,-3042.0
3(분쇄기(2)),2025-03-09 10:01:50,2025-03-09 02:01:50,1,219.32,217.57,217.75,378.35,376.98,378.5,9.05,11.32,6.11,1541.22,99.38,93.52,86.74,231.89,10762530,accumActiveEnergy decreased,-3042.0
3(분쇄기(2)),2025-03-09 10:01:55,2025-03-09 02:01:55,1,210.6,219.69,218.09,372.63,379.11,371.24,9.32,15.6,22.3,2733.84,99.99,98.52,90.72,602.36,10762534,accumActiveEnergy decreased,-3043.0
3(분쇄기(2)),2025-03-09 10:02:00,2025-03-09 02:02:00,1,215.16,218.42,218.74,375.48,378.58,375.76,10.34,26.27,8.32,2608.32,95.49,95.63,91.33,677.06,10762537,accumActiveEnergy decreased,-3042.0
3(분쇄기(2)),2025-03-09 10:02:05,2025-03-09 02:02:05,1,213.94,214.12,215.52,370.7,372.07,371.91,25.18,13.73,8.08,2684.5,96.2,88.84,90.4,710.49,10762541,accumActiveEnergy decreased,-3044.0
3(분쇄기(2)),2025-03-09 10:02:10,2025-03-09 02:02:10,1,217.32,216.66,219.26,375.83,377.51,378.08,7.39,29.85,20.9,3374.63,91.22,99.66,85.52,963.69,10762546,accumActiveEnergy decreased,-3043.0
3(분쇄기(2)),2025-03-09 10:02:15,2025-03-09 02:02:15,1,213.71,216.66,217.65,372.7,376.11,373.55,5.51,29.29,28.38,3653.22,88.26,97.54,92.36,801.21,10762551,accumActiveEnergy decreased,-3041.0
3(분쇄기(2)),2025-03-09 10:02:20,2025-03-09 02:02:20,1,212.78,216.06,217.92,371.38,375.83,372.99,18.5,14.14,21.08,3088.96,88.63,99.17,92.69,846.37,10762555,accumActiveEnergy decreased,-3041.0
3(분쇄기(2)),2025-03-09 10:02:25,2025-03-09 02:02:25,1,212.77,211.47,210.31,367.38,365.26,366.38,19.23,17.94,19.5,3196.32,86.9,86.38,91.15,382.8,10762560,accumActiveEnergy decreased,-3040.0
3(분쇄기(2)),2025-03-09 10:02:30,2025-03-09 02:02:30,1,214.03,215.59,210.56,372.06,369.05,367.69,28.06,12.46,10.23,2892.14,92.71,90.09,85.63,642.98,10762564,accumActiveEnergy decreased,-3039.0
3(분쇄기(2)),2025-03-09 10:02:35,2025-03-09 02:02:35,1,218.56,211.72,214.93,372.62,369.47,375.4,6.05,18.89,8.47,1904.42,90.02,91.59,88.82,330.64,10762566,accumActiveEnergy decreased,-3042.0
3(분쇄기(2)),2025-03-09 10:02:40,2025-03-09 02:02:40,1,213.08,210.85,218.72,367.12,372.0,373.94,6.5,17.64,12.94,2115.78,87.95,91.24,96.41,455.94,10762569,accumActiveEnergy decreased,-3042.0
3(분쇄기(2)),2025-03-09 10:02:45,2025-03-09 02:02:45,1,213.64,214.9,214.2,371.11,371.59,370.51,12.42,9.08,24.54,2629.53,93.92,97.6,99.96,710.69,10762573,accumActiveEnergy decreased,-3042.0
3(분쇄기(2)),2025-03-09 10:02:50,2025-03-09 02:02:50,1,211.56,218.54,211.97,372.47,372.82,366.78,13.51,16.34,27.88,3290.6,94.77,93.78,95.89,721.4,10762577,accumActiveEnergy decreased,-3041.0
